mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,param_model__class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.7983588695526125,0.6725608452637861,0.3212270736694336,0.09611606606038109,800,4,3,0.5,12,,"{'model__n_estimators': 800, 'model__min_samples_split': 4, 'model__min_samples_leaf': 3, 'model__max_features': 0.5, 'model__max_depth': 12, 'model__class_weight': None}",0.9365079365079365,0.8941798941798942,0.8571428571428571,0.8835978835978836,0.876750700280112,0.8896358543417368,0.026366340426792548,17
3.5469861030578613,0.41890170983176866,0.3021127223968506,0.0938428580744796,800,2,2,1.0,6,,"{'model__n_estimators': 800, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 1.0, 'model__max_depth': 6, 'model__class_weight': None}",0.9285714285714286,0.8994708994708995,0.8227513227513228,0.873015873015873,0.8487394957983193,0.8745098039215687,0.037124106815313605,48
1.2608233451843263,0.19935773446112834,0.17031211853027345,0.05221431244065911,200,2,2,log2,10,,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 'log2', 'model__max_depth': 10, 'model__class_weight': None}",0.9285714285714285,0.8862433862433863,0.865079365079365,0.8518518518518519,0.9047619047619048,0.8873015873015874,0.02742149951290991,23
0.713823652267456,0.05364297862521096,0.09774808883666992,0.007898927383710966,200,10,5,sqrt,12,,"{'model__n_estimators': 200, 'model__min_samples_split': 10, 'model__min_samples_leaf': 5, 'model__max_features': 'sqrt', 'model__max_depth': 12, 'model__class_weight': None}",0.9021164021164021,0.8862433862433863,0.880952380952381,0.8677248677248677,0.9019607843137255,0.8877995642701526,0.013098175826134924,22
1.5496108531951904,0.03583885759505668,0.1447300910949707,0.006109087808877759,400,10,3,0.7,10,,"{'model__n_estimators': 400, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_features': 0.7, 'model__max_depth': 10, 'model__class_weight': None}",0.9444444444444445,0.8941798941798942,0.8412698412698412,0.8809523809523809,0.8627450980392157,0.8847183317771552,0.03476062833530936,34
4.156006860733032,0.9680524974797913,0.2957791328430176,0.08383764100471212,800,4,2,1.0,4,,"{'model__n_estimators': 800, 'model__min_samples_split': 4, 'model__min_samples_leaf': 2, 'model__max_features': 1.0, 'model__max_depth': 4, 'model__class_weight': None}",0.9285714285714286,0.9021164021164022,0.8306878306878307,0.8835978835978836,0.84593837535014,0.8781823840647369,0.03587932373957765,46
1.5463754653930664,0.028432733418213414,0.1370934009552002,0.01033228406615374,400,10,2,0.7,8,balanced,"{'model__n_estimators': 400, 'model__min_samples_split': 10, 'model__min_samples_leaf': 2, 'model__max_features': 0.7, 'model__max_depth': 8, 'model__class_weight': 'balanced'}",0.9391534391534392,0.8968253968253969,0.8412698412698412,0.873015873015873,0.8571428571428571,0.8814814814814815,0.034183333979287016,39
1.6266269207000732,0.3043963048018521,0.1682401180267334,0.044711062986205474,400,6,3,0.5,12,,"{'model__n_estimators': 400, 'model__min_samples_split': 6, 'model__min_samples_leaf': 3, 'model__max_features': 0.5, 'model__max_depth': 12, 'model__class_weight': None}",0.933862433862434,0.8941798941798942,0.865079365079365,0.880952380952381,0.8795518207282913,0.8907251789604731,0.023455562676858187,11
3.0766199111938475,0.9953955492851829,0.20258240699768065,0.03451651622268917,600,10,2,0.7,10,,"{'model__n_estimators': 600, 'model__min_samples_split': 10, 'model__min_samples_leaf': 2, 'model__max_features': 0.7, 'model__max_depth': 10, 'model__class_weight': None}",0.9338624338624338,0.8915343915343915,0.8412698412698412,0.8756613756613757,0.8515406162464986,0.8787737317149082,0.03272757455163048,43
3.4631960868835447,0.7822841575901703,0.30675735473632815,0.09479345579713623,800,10,5,0.5,10,balanced,"{'model__n_estimators': 800, 'model__min_samples_split': 10, 'model__min_samples_leaf': 5, 'model__max_features': 0.5, 'model__max_depth': 10, 'model__class_weight': 'balanced'}",0.9206349206349207,0.8941798941798942,0.8571428571428571,0.8835978835978836,0.8739495798319327,0.8859010270774977,0.02121394306251628,27
